;0;1;2;3
[5.0, 269.0];65.86165475888083;57.45722309094559;75.6109520607188;71.44310884300573
[93.0, 269.0];59.810767017503046;58.31150965021505;78.08613143027216;72.26272541488089
[181.0, 269.0];74.86430834828045;69.87235253111574;81.4758332217369;74.63419719724452
[181.0, 357.0];78.99522298520594;45.902536035834736;18.009468938140095;44.73876985200546
[93.0, 357.0];45.5941418073894;20.01902213269905;64.43690322431105;41.64028059812017
[5.0, 357.0];73.03839125468446;1.6537725537186492;33.163749905226865;34.63054205673014
[5.0, 445.0];-1.9583139828153415;-4.959784034542314;19.048385266874632;-4.880266049086334
[93.0, 445.0];8.199424374385575;-4.340557210375763;45.61160517573477;-2.916675364230792
[5.0, 181.0];6.846187934504085;71.42757192170107;53.9596900329184;42.64379864223189
[5.0, 93.0];-5.798094501245023;38.544822323107475;-1.960771306860834;-0.7607323550033476
[181.0, 445.0];70.36782528141075;-3.6620552921538896;2.3051377140983207;4.957429479489771
[93.0, 533.0];-3.87760952492506;-3.9344353710991884;-3.8542011529721427;-4.130278198089507
[181.0, 533.0];-3.0992095115959346;-3.169109645456928;-2.9882817745872;-3.481844987421611
[269.0, 533.0];-2.223048105659868;-0.12388673470145539;-1.5024304663028696;-2.2856223945891387
[357.0, 445.0];3.25996994147842;-1.5746081936855467;-0.4732656157959376;0.3541092701938784
[445.0, 357.0];2.14093953738175;-0.7710869765960213;-0.7254069859160697;-0.8873461005428205
[357.0, 269.0];5.230248087795266;0.844530924906203;21.79187850049669;-3.2823857758126525
[269.0, 181.0];14.073236724694347;0.6997268942923034;52.50433574816847;12.702026607051131
[181.0, 93.0];-0.816199521580371;72.03168805701021;19.244395974056197;11.945647833306769
[93.0, 93.0];-6.0000636869401935;53.564007109790204;6.416939581394207;-5.769616658129539
[181.0, 5.0];0.842569825563297;51.755729415078854;2.337187875912707;-6.226839844103367
[269.0, 5.0];28.304770708521378;2.2140467715709287;81.03882476492483;-4.476048348646497
[181.0, 181.0];48.348865068872094;78.38549924952558;35.83332731334456;60.93395233988041
[93.0, 181.0];17.281621115278913;51.78264102264829;73.03120194194298;45.522542443309014
[357.0, 93.0];-4.891487393207199;18.32055187416282;81.95809571382632;26.991152686399058
[357.0, 5.0];76.90203382015082;78.52557596985919;83.82576023832074;70.80927254103258
[445.0, 5.0];84.3832976725306;84.33077132328654;85.05831280228907;81.06174955518426
[533.0, 5.0];85.61130209503807;85.41341324781631;86.59535734717325;83.93118836861599
[93.0, 5.0];-6.108436220223001;-6.023000474640832;-0.26581221553831735;-5.952405234034011
[5.0, 5.0];-5.8258727356994315;-5.892417125875162;-5.8860788227171135;-5.9702334648770305
[269.0, 93.0];70.18133351259851;47.698091018478536;80.71736904414873;25.29949508434641
[621.0, 5.0];86.70139369941764;86.44609661839614;87.57003166078078;85.46711380370733
[709.0, 5.0];88.14243868254171;88.18114011719535;88.72249981457276;86.44204863502834
[797.0, 5.0];89.2059827807352;89.76189524313727;88.94806478263524;87.73011014712203
[797.0, 93.0];89.08958318595683;92.8457284252493;90.5756615610235;84.52887109313696
[709.0, 93.0];88.09947536407725;79.23126375728347;75.7801493299274;69.48837945919321
[797.0, 181.0];90.48397182668734;95.04660051273868;90.92882474784348;85.91918027813438
[709.0, 181.0];84.24751884841024;80.97572391019418;90.03033106675358;58.240007920435
[621.0, 93.0];85.10854037359516;6.702605598629063;15.632954720297082;22.98581641168877
[269.0, 269.0];73.26104249754448;81.51090381794212;82.97459575101394;74.91283326842695
[797.0, 269.0];91.3520857744739;96.93888182448316;92.86175133646687;78.92835895616203
[709.0, 269.0];73.76512047156338;64.75409360762912;90.94967531250633;18.98586619615209
[797.0, 357.0];94.46104762116549;84.84572928889199;96.1182566067058;98.29192237309705
[709.0, 357.0];86.19588505166831;97.12490475185231;93.90378078721655;99.99999999999994
[269.0, 357.0];7.389837790282922;-2.986450357488102;7.529138462836071;50.77845362075505
[269.0, 445.0];-2.8712028970644075;-2.699504198562328;-0.6824713824474976;26.983430565684294
[357.0, 181.0];81.51696252705123;83.15304369990446;84.37148424794543;78.84402103250086
[5.0, 533.0];-2.580372374400629;-4.496158693901453;-4.457226844785835;-4.55999296891782
[797.0, 445.0];95.57284779832679;26.656358746901198;56.1508265409297;53.4154184240512
goal;0.0;0.0;0.0;0.0
[357.0, 357.0];-1.23694337343056;-1.7454226941905482;3.573921308223733;14.012611332060875
[445.0, 93.0];84.51955893075636;84.15967775624668;85.49074369028494;81.64428465344758
[621.0, 181.0];-0.4174406788452305;50.93009040479044;-0.2647697727303781;-0.8443591935390319
[445.0, 269.0];20.575176885059747;-1.270859768416912;-1.2969382553666793;-0.8701653469062691
[709.0, 445.0];30.7920492937223;0.0;85.1116426433309;-0.1
[445.0, 181.0];0.3423844649069201;5.764310889468003;33.88948112420081;4.3877967618372224
[533.0, 93.0];9.558671262413878;10.349477257150083;67.47560015751567;23.35285635577447
[533.0, 181.0];-1.1311400119028514;-0.4218833442748556;4.734504169663335;-1.653615327810465
[533.0, 269.0];-0.6516018432086164;-0.3872733090160214;-0.5093014125389393;-0.19120130620601422
[797.0, 533.0];57.723984851491764;-0.1;-0.29000000000000004;-0.1
[709.0, 533.0];0.0;-0.1;0.0;0.0
[621.0, 357.0];0.0;0.0;0.0;-0.007307855363531179
